db,folder,file,description,timestamp,commit_sha,seed,epistemic_gain,b_candidates,opponent,phase_idx,game,start,end,duration,mean_joint_dist,start_joint_dist,final_joint_dist,joint_match_ratio,joint_convergence_t,mean_row_dist,start_row_dist,final_row_dist,row_match_ratio,row_convergence_t,mean_col_dist,corr_joint_vfe,corr_joint_efe,corr_joint_gamma,corr_row_vfe,corr_row_efe,corr_row_gamma,mean_vfe,mean_efe,mean_gamma
scripts\BMA-Study\EG10_group\TFT_vs_TFT_EG10.db,EG10_group,TFT_vs_TFT_EG10.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260307-223701,cadb35fb,1,10.0,Full TFT,TFT,1,1_1_1_Prisoners,800,1200,400,1.3338509998353163,1.3388312782878808,1.3349471079598474,0.0,,0.882665768712759,0.8900147199630737,0.8843006861209869,0.0,,1.0,0.21276246597929283,-0.9892795179060107,-0.9892935268073842,0.21276246597929283,-0.9892795179060107,-0.9892935268073842,0.0051370507973479106,1.3503460589536138,3.468348554725772
scripts\BMA-Study\EG10_group\TFT_vs_TFT_EG10.db,EG10_group,TFT_vs_TFT_EG10.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260307-223701,cadb35fb,1,10.0,Full TFT,TFT,2,1_2_2_Chicken,1200,2000,800,0.7038829697232089,0.7028991427919629,0.7039474840888856,0.0,,0.004570600315928459,0.005982612371444702,0.004477992057800293,1.0,1200.0,0.0,0.23253202410091062,-0.9695997487335611,-0.9696461484328808,-0.23253202410091062,0.9695997487335611,0.9696461484328808,0.004998098833893892,1.2877042968388057,3.4434093074222063
scripts\BMA-Study\EG10_group\TFT_vs_TFT_EG10.db,EG10_group,TFT_vs_TFT_EG10.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260307-223701,cadb35fb,6,10.0,Full TFT,TFT,0,1_2_2_Chicken,0,800,800,0.6854930004342684,0.5677002278897829,0.7037565273839698,0.00125,,0.019741229861974716,0.001494901180267334,0.004750134944915771,0.9425,0.0,0.0,-0.7363421216528174,0.9045940906835009,0.9046006223675035,0.5273401016995345,-0.6811226072681643,-0.6811278844841451,0.7973358314397047,0.6943651942248397,3.2800415568538877
scripts\BMA-Study\EG10_group\TFT_vs_TFT_EG10.db,EG10_group,TFT_vs_TFT_EG10.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260307-223701,cadb35fb,6,10.0,Full TFT,TFT,1,1_1_1_Prisoners,800,1200,400,1.3338493157829308,1.3388253766963913,1.3349458506440357,0.0,,0.882663225531578,0.8900058245658875,0.8842987859249115,0.0,,1.0,0.1395283477677606,-0.9907759973361048,-0.9908183196117762,0.1395283477677606,-0.9907759973361048,-0.9908183196117762,0.005285064058844,1.3503488194973112,3.4683496606235322
scripts\BMA-Study\EG10_group\TFT_vs_TFT_EG10.db,EG10_group,TFT_vs_TFT_EG10.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260307-223701,cadb35fb,6,10.0,Full TFT,TFT,2,1_2_2_Chicken,1200,2000,800,0.7038829293159293,0.7028990618545217,0.703947452201686,0.0,,0.004570657759904862,0.005982728004455567,0.004478037357330322,1.0,1200.0,0.0,0.1799661729819053,-0.9696206278536544,-0.9696789299649646,-0.1799661729819053,0.9696206278536544,0.9696789299649646,0.0049410138599341735,1.2877095731146249,3.443411392705168
scripts\BMA-Study\EG10_group\TFT_vs_TFT_EG10.db,EG10_group,TFT_vs_TFT_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260307-225255,cadb35fb,3,10.0,Full TFT,TFT,0,3_2_2_StagHunt,0,800,800,0.4677778687959206,0.40914413514030074,0.4907256116408524,0.03,,0.020923916915780865,0.016987220672890543,0.01137824535369873,0.9475,0.0,0.0,-0.10938811064987898,-0.08835956336256001,-0.08836876204017818,0.17199395879585871,0.19154093446698775,0.191551557181576,15.353126293942331,-4.864708116216127,2.020211524010852
scripts\BMA-Study\EG10_group\TFT_vs_TFT_EG10.db,EG10_group,TFT_vs_TFT_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260307-225255,cadb35fb,3,10.0,Full TFT,TFT,1,1_1_1_Prisoners,800,1200,400,0.7584833862178791,0.18370818108320236,1.0786976241789603,0.0,,0.490781139805913,0.18370818108320236,0.7176668590307236,0.0,,0.4575,0.8125930592629705,0.3778240281103681,0.3778240281103681,0.7320808586478164,0.42533576453862765,0.42533576453862765,14.332418924644589,-4.331895089731457,2.0952534594248555
scripts\BMA-Study\EG10_group\TFT_vs_TFT_EG10.db,EG10_group,TFT_vs_TFT_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260307-225255,cadb35fb,3,10.0,Full TFT,TFT,2,3_2_2_StagHunt,1200,2000,800,0.05192419096827507,0.2378988230228424,0.0073808860778808594,0.80625,1355.0,0.04513861104846001,0.2121700370311737,0.0073808860778808594,0.80625,1355.0,0.0,0.8707691174239983,-0.9951407300239598,-0.9951414851613243,0.8719284459068022,-0.9964379714588345,-0.9964387283216386,0.18272733062738553,-0.22367934640922912,2.963850281300868
scripts\BMA-Study\EG10_group\TFT_vs_TFT_EG10.db,EG10_group,TFT_vs_TFT_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260307-225255,cadb35fb,1,10.0,Full TFT,TFT,0,3_2_2_StagHunt,0,800,800,0.46660396702587065,0.4059733744569553,0.4910676278266656,0.03,,0.022024734255683142,0.015573167954571546,0.010831694006919862,0.93875,0.0,0.0,-0.15851610818067244,-0.11799238805247012,-0.117922782760122,0.25493945146068503,0.2012222655002355,0.20110980489187275,15.256769367661327,-4.862055289656292,2.0204845838269567
scripts\BMA-Study\EG10_group\TFT_vs_TFT_EG10.db,EG10_group,TFT_vs_TFT_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260307-225255,cadb35fb,1,10.0,Full TFT,TFT,1,1_1_1_Prisoners,800,1200,400,0.7892664964787841,0.39379758717675967,1.1744350013940088,0.0,,0.5029190598987043,0.28719994410872457,0.7136135238409043,0.0,,0.4875,0.7630677066731666,0.23915268220426375,0.23915259966402627,0.6661037880959086,0.24491039740033457,0.2449103151299829,14.658287061825394,-4.292520111248525,2.100933270044492
scripts\BMA-Study\EG10_group\TFT_vs_TFT_EG10.db,EG10_group,TFT_vs_TFT_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260307-225255,cadb35fb,1,10.0,Full TFT,TFT,2,3_2_2_StagHunt,1200,2000,800,0.4825724417754238,0.44295296318830857,0.4950435939566043,0.0,,0.01826992930844426,0.06029811382293701,0.0054967373609542845,0.9375,1207.0,0.0,-0.15989096996097968,-0.23203195090154138,-0.2320184809761229,0.23103350216003943,0.3394553334759783,0.33945518871307556,15.523081597201527,-4.926289984811752,2.0100516941041637
scripts\BMA-Study\EG10_group\TFT_vs_TFT_EG10.db,EG10_group,TFT_vs_TFT_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260307-225255,cadb35fb,2,10.0,Full TFT,TFT,0,3_2_2_StagHunt,0,800,800,0.4667370351237418,0.3658172542717951,0.49010989268964666,0.02875,,0.022990855423777247,0.015432827927870676,0.012145902514457702,0.94,0.0,0.0,-0.13505624457854665,-0.08408860143646321,-0.08409461714799882,0.21980125633665026,0.24206030607084422,0.2420654619930357,15.335527294995263,-4.852651876869544,2.0218720396847467
scripts\BMA-Study\EG10_group\TFT_vs_TFT_EG10.db,EG10_group,TFT_vs_TFT_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260307-225255,cadb35fb,2,10.0,Full TFT,TFT,1,1_1_1_Prisoners,800,1200,400,0.7710016550994553,0.4310946827040023,0.6994993230418431,0.0,,0.5001281105354428,0.3102835577726364,0.4569025292992592,0.0,,0.4625,0.6126217334523167,0.3910415260505403,0.3910503569415895,0.5274411426405049,0.45288940901757857,0.4528900865014668,14.911266659125685,-4.380797595293243,2.087516129892883
scripts\BMA-Study\EG10_group\TFT_vs_TFT_EG10.db,EG10_group,TFT_vs_TFT_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260307-225255,cadb35fb,2,10.0,Full TFT,TFT,2,3_2_2_StagHunt,1200,2000,800,0.4794539732251216,0.3833246931509976,0.4885942003879732,0.0,,0.021548557579517364,0.11554022908210754,0.013014285564422608,0.925,1219.0,0.0,-0.04112869118030538,-0.24662316919272842,-0.246615665097141,0.09876472390860348,0.39649183695313506,0.3964868447327477,15.443938656300306,-4.939804208512188,2.0081412827921366
scripts\BMA-Study\EG10_group\TFT_vs_TFT_EG10.db,EG10_group,TFT_vs_TFT_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260307-225255,cadb35fb,4,10.0,Full TFT,TFT,0,3_2_2_StagHunt,0,800,800,0.46956768326322235,0.40959954993933984,0.49032214199369706,0.025,,0.021349194748472654,0.01655116109410301,0.011905220150947571,0.94375,0.0,0.0,-0.09674700198176872,-0.2468045517670554,-0.24680097413573124,0.16871065541957014,0.5440799152984876,0.5440797803529737,15.572248524222523,-4.811081091816012,2.028205198876246
scripts\BMA-Study\EG10_group\TFT_vs_TFT_EG10.db,EG10_group,TFT_vs_TFT_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260307-225255,cadb35fb,4,10.0,Full TFT,TFT,1,1_1_1_Prisoners,800,1200,400,0.7715017078952034,0.3950029111260861,0.9531478601189172,0.0,,0.49696543263271453,0.2959121395647526,0.5840697056055069,0.0,,0.465,0.6738260265974735,0.36679988474300074,0.36679966756028093,0.5737489130200659,0.43524549635999177,0.43524518863500455,14.725209828838706,-4.3851964281706355,2.0867604236914614
scripts\BMA-Study\EG10_group\TFT_vs_TFT_EG10.db,EG10_group,TFT_vs_TFT_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260307-225255,cadb35fb,4,10.0,Full TFT,TFT,2,3_2_2_StagHunt,1200,2000,800,0.4803961586710983,0.4193266620716591,0.49714839421143964,0.0,,0.019903184603899716,0.08484555184841155,0.003486364483833313,0.93375,1267.0,0.0,-0.042863472668368305,-0.20707648741444035,-0.2070712229039867,0.08000861611131097,0.3453137718715328,0.34531152118914965,15.453959784805775,-4.937039672446775,2.008554019386276
scripts\BMA-Study\EG10_group\TFT_vs_TFT_EG10.db,EG10_group,TFT_vs_TFT_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260307-225255,cadb35fb,6,10.0,Full TFT,TFT,0,3_2_2_StagHunt,0,800,800,0.4654879426601386,0.4905030628490658,0.4900554987829071,0.03,,0.022362308736192063,0.013009215593338013,0.010796138048171998,0.93,0.0,0.0,-0.13223583499125555,-0.3014554081718546,-0.30145327430353597,0.22769072428000353,0.6406620150423982,0.6406620247530922,15.34081554621458,-4.781720885297528,2.0329096057400338
scripts\BMA-Study\EG10_group\TFT_vs_TFT_EG10.db,EG10_group,TFT_vs_TFT_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260307-225255,cadb35fb,6,10.0,Full TFT,TFT,1,1_1_1_Prisoners,800,1200,400,0.7568982081740665,0.47411219785306213,0.7207802775093706,0.0,,0.4831025298498571,0.32633891209959986,0.4998064857721329,0.0,,0.45,0.8421273734955292,0.24646628227047923,0.2464664222338213,0.7302992950517246,0.30380839326653697,0.3038083564803617,14.899172352477908,-4.3049392736103815,2.0989839851904843
scripts\BMA-Study\EG10_group\TFT_vs_TFT_EG10.db,EG10_group,TFT_vs_TFT_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260307-225255,cadb35fb,6,10.0,Full TFT,TFT,2,3_2_2_StagHunt,1200,2000,800,0.06708811469376087,0.2466377115249634,0.007383893728256225,0.7675,1386.0,0.05861669056117535,0.2219359040260315,0.007383893728256225,0.7675,1386.0,0.0,0.913634542643717,-0.9889570617723986,-0.9889558743295873,0.9177539788043388,-0.9935303251899418,-0.9935294956398081,0.8977732752941665,-0.5389632344428945,2.896242808573147
scripts\BMA-Study\EG10_group\TFT_vs_TFT_EG10.db,EG10_group,TFT_vs_TFT_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260307-225255,cadb35fb,7,10.0,Full TFT,TFT,0,3_2_2_StagHunt,0,800,800,0.46771499762864766,0.46348904590293044,0.4892606147887541,0.02875,,0.021211125084664672,0.01681537875905633,0.011700515747070312,0.94875,0.0,0.0,-0.12076583282028679,-0.16873381358980272,-0.16873378535364092,0.2372844286627512,0.3241951731998948,0.32419511618317937,15.533908874383195,-4.822670853821729,2.026533781028279
scripts\BMA-Study\EG10_group\TFT_vs_TFT_EG10.db,EG10_group,TFT_vs_TFT_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260307-225255,cadb35fb,7,10.0,Full TFT,TFT,1,1_1_1_Prisoners,800,1200,400,0.778707569628949,0.4285045215232999,0.8445697299996671,0.0,,0.4982697727903724,0.3073239782452583,0.5185684549808502,0.0,,0.475,0.6807427599208323,0.340880820835462,0.3408808527932432,0.597692834715072,0.38635530960395326,0.38635534582499503,15.05774113945663,-4.337013073166037,2.0940966017630727
scripts\BMA-Study\EG10_group\TFT_vs_TFT_EG10.db,EG10_group,TFT_vs_TFT_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260307-225255,cadb35fb,7,10.0,Full TFT,TFT,2,3_2_2_StagHunt,1200,2000,800,0.4881859488617957,0.4388256644843091,0.498623372788675,0.0,,0.01312258791178465,0.06193408846855163,0.0017436522245407105,0.965,1211.0,0.0,0.045645992605702686,-0.08532591244556526,-0.08531483198780591,-0.024311375858203668,-0.10904671611351677,-0.10904589110912649,15.677018373906613,-4.9735553160863635,2.003572411737068
scripts\BMA-Study\EG10_group\TFT_vs_TFT_EG10.db,EG10_group,TFT_vs_TFT_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260307-225255,cadb35fb,5,10.0,Full TFT,TFT,0,3_2_2_StagHunt,0,800,800,0.4684456647475116,0.48991880529732534,0.4896591418342251,0.0275,,0.02140495456813369,0.012256588935852051,0.012820122241973876,0.94,0.0,0.0,-0.02293043002872256,-0.20974548582158764,-0.20973828184431476,0.10405174860747664,0.3522936080429576,0.3522931216327024,15.429160335101187,-4.788944220181316,2.0315960452850637
scripts\BMA-Study\EG10_group\TFT_vs_TFT_EG10.db,EG10_group,TFT_vs_TFT_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260307-225255,cadb35fb,5,10.0,Full TFT,TFT,1,1_1_1_Prisoners,800,1200,400,0.777491820503513,0.5773476801396762,1.032352965484788,0.0,,0.5025559612177313,0.3876118610799313,0.6405487447977066,0.0,,0.4675,0.6808164717883699,0.3207507599913746,0.32076025889154797,0.5892105228137241,0.39827290439436486,0.39827341048662873,14.792371437251568,-4.318836012149314,2.096919003019069
scripts\BMA-Study\EG10_group\TFT_vs_TFT_EG10.db,EG10_group,TFT_vs_TFT_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260307-225255,cadb35fb,5,10.0,Full TFT,TFT,2,3_2_2_StagHunt,1200,2000,800,0.48235101067707886,0.4245285027793816,0.4978278453572081,0.0,,0.01933318080380559,0.08193671643733978,0.0027669256925582884,0.93625,1264.0,0.0,-0.04710992922875981,-0.21020366656095635,-0.21020696685467155,0.09059781263266405,0.33615206512591655,0.33615279046351443,15.454489331431686,-4.939560129150472,2.00820743712148
scripts\BMA-Study\EG10_group\TFT_vs_TFT_EG10.db,EG10_group,TFT_vs_TFT_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260307-225255,cadb35fb,8,10.0,Full TFT,TFT,0,3_2_2_StagHunt,0,800,800,0.46766078266557964,0.40933132263403665,0.4910782279315815,0.03,,0.020801252589153593,0.01746678984258324,0.010993980169296265,0.945,0.0,0.0,-0.1453316569334977,-0.07811224161488002,-0.0781116354367698,0.222754980966065,0.1881296083962119,0.1881231941638502,15.331358878556639,-4.870785144531559,2.019351907732827
scripts\BMA-Study\EG10_group\TFT_vs_TFT_EG10.db,EG10_group,TFT_vs_TFT_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260307-225255,cadb35fb,8,10.0,Full TFT,TFT,1,1_1_1_Prisoners,800,1200,400,0.7554826175822771,0.27511129352236635,1.006723855485406,0.0,,0.4846310972981155,0.21552114471793174,0.6064156657457351,0.0,,0.4575,0.7280473290680721,0.38856486067020035,0.38856452209583414,0.6571503210327281,0.463191790032016,0.4631914584539516,14.621070200130344,-4.31585698480784,2.0979490535784624
scripts\BMA-Study\EG10_group\TFT_vs_TFT_EG10.db,EG10_group,TFT_vs_TFT_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260307-225255,cadb35fb,8,10.0,Full TFT,TFT,2,3_2_2_StagHunt,1200,2000,800,0.48323486622460055,0.42076305547314424,0.4974223011844366,0.0,,0.01891433581709862,0.08517293214797973,0.003147702217102051,0.94,1271.0,0.0,-0.07198287268677343,-0.20343385098314282,-0.20342609971806405,0.11594997499332067,0.33537619683399156,0.33537726756779734,15.594628029055894,-4.93696531019523,2.008569643808429
scripts\BMA-Study\EG1_group\full_vs_Grim_EG1.db,EG1_group,full_vs_Grim_EG1.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260308-224809,d6554bb8,6,1.0,Full,Grim,0,1_2_2_Chicken,0,800,800,0.39508883975336334,0.34759370014071467,0.4367800202362864,0.0,,0.1126986583136022,0.04759483501315117,0.07679607927799224,0.44125,0.0,0.0,0.06092555248237996,-0.05423884152713275,-0.054240195827169504,0.23247284888142072,-0.2046895741057803,-0.2046902650527418,2.5092369853379206,2.0590151832886767,3.7886918344816927
scripts\BMA-Study\EG1_group\full_vs_Grim_EG1.db,EG1_group,full_vs_Grim_EG1.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260308-224809,d6554bb8,6,1.0,Full,Grim,1,1_1_1_Prisoners,800,1200,400,0.008665240304544568,0.005523556200787425,0.015415068343281746,0.9975,800.0,0.008665240304544568,0.005523556200787425,0.015415068343281746,0.9975,800.0,0.0,-0.9367865214234495,0.9721760395510889,0.972134778273075,-0.9367865214234495,0.9721760395510889,0.972134778273075,6.5624583003297445,2.0110531208674174,3.7569466849542534
scripts\BMA-Study\EG1_group\full_vs_Grim_EG1.db,EG1_group,full_vs_Grim_EG1.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260308-224809,d6554bb8,6,1.0,Full,Grim,2,1_2_2_Chicken,1200,2000,800,0.043611665436888346,0.07477365246239667,0.043865162134170535,0.99375,1205.0,0.04206844978034496,0.05008220195770264,0.043865162134170535,0.995,1205.0,0.0,-0.9632444649300871,0.9986882012452285,0.9987310068322877,-0.9705776215467365,0.9928788841207996,0.9929214755152337,3.7024863176303917,2.400211177545737,3.9475266602922825
scripts\BMA-Study\EG1_group\full_vs_Grim_EG1.db,EG1_group,full_vs_Grim_EG1.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260308-224809,d6554bb8,2,1.0,Full,Grim,0,1_2_2_Chicken,0,800,800,0.389450598018122,0.2459823314845562,0.40778629506297803,0.0175,,0.11159600406885146,0.06598301336169243,0.10482597798109054,0.33625,117.0,0.0,0.16589451434276475,-0.09714705558283318,-0.09714617010759452,-0.09469799022964097,0.10877146354133714,0.10877061654990033,2.3559663658821957,2.062890253366769,3.791687224694456
scripts\BMA-Study\EG1_group\full_vs_Grim_EG1.db,EG1_group,full_vs_Grim_EG1.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260308-224809,d6554bb8,2,1.0,Full,Grim,1,1_1_1_Prisoners,800,1200,400,0.009655886641703547,0.006616223147138953,0.016190450359135865,0.9975,800.0,0.009655886641703547,0.006616223147138953,0.016190450359135865,0.9975,800.0,0.0,-0.9382285203528034,0.9696721027992244,0.9697088829987077,-0.9382285203528034,0.9696721027992244,0.9697088829987077,6.752722725598142,2.056339563352891,3.7778940982063496
scripts\BMA-Study\EG1_group\full_vs_Grim_EG1.db,EG1_group,full_vs_Grim_EG1.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260308-224809,d6554bb8,2,1.0,Full,Grim,2,1_2_2_Chicken,1200,2000,800,0.04094784485832927,0.07166783373134578,0.041098210811614994,0.99375,1205.0,0.039492518026381734,0.04838260442018509,0.041098210811614994,0.995,1205.0,0.0,-0.9629403734461115,0.9981665724143985,0.9981851540869012,-0.9629151044033959,0.9981662442399325,0.9981848259032081,3.734444861606462,2.397628174265677,3.9461879585769704
scripts\BMA-Study\EG1_group\full_vs_Grim_EG1.db,EG1_group,full_vs_Grim_EG1.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260308-224809,d6554bb8,7,1.0,Full,Grim,0,1_2_2_Chicken,0,800,800,0.36922698401328996,0.2913559207320213,0.3702693206705357,0.04,90.0,0.12420825398527086,0.061356774270534514,0.14080311954021454,0.3425,88.0,0.0,0.11702315028105545,-0.07685294296603024,-0.07685013673229026,-0.1833261224383204,0.19402811464107272,0.19402585424665442,2.2705482406471855,2.0634465131275492,3.7923625656196465
scripts\BMA-Study\EG1_group\full_vs_Grim_EG1.db,EG1_group,full_vs_Grim_EG1.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260308-224809,d6554bb8,7,1.0,Full,Grim,1,1_1_1_Prisoners,800,1200,400,0.010147787156747655,0.00721327100880444,0.016646573469042778,0.9975,800.0,0.010147787156747655,0.00721327100880444,0.016646573469042778,0.9975,800.0,0.0,-0.9358349705038941,0.9689327806428032,0.9689355134232273,-0.9358349705038941,0.9689327806428032,0.9689355134232273,6.734053374473006,2.082841081814477,3.790468621169539
scripts\BMA-Study\EG1_group\full_vs_Grim_EG1.db,EG1_group,full_vs_Grim_EG1.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260308-224809,d6554bb8,7,1.0,Full,Grim,2,1_2_2_Chicken,1200,2000,800,0.03915174267516263,0.06964655507814531,0.03903701424598694,0.99375,1205.0,0.03774262245744467,0.047100631594657896,0.03903701424598694,0.995,1205.0,0.0,-0.9635012642721308,0.9989082391971752,0.9989521871795245,-0.9634757842692054,0.9989079110222725,0.9989518589951122,3.7842351443634836,2.401300311684717,3.9480944248118486
scripts\BMA-Study\EG1_group\full_vs_Grim_EG1.db,EG1_group,full_vs_Grim_EG1.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260308-224809,d6554bb8,4,1.0,Full,Grim,0,1_2_2_Chicken,0,800,800,0.3956192011232387,0.27320358619093893,0.38692002033502554,0.01,,0.10866421025246381,0.06320438250899314,0.12484347403049469,0.38125,181.0,0.0,0.13780014252801687,-0.07574788355817966,-0.07575240813449281,-0.004114920554043749,0.022303604238081042,0.022307754660365983,2.836850739181973,2.036172703407364,3.779452873040619
scripts\BMA-Study\EG1_group\full_vs_Grim_EG1.db,EG1_group,full_vs_Grim_EG1.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260308-224809,d6554bb8,4,1.0,Full,Grim,1,1_1_1_Prisoners,800,1200,400,0.0091336909821257,0.006862905342131853,0.015349954180419446,0.9975,800.0,0.0091336909821257,0.006862905342131853,0.015349954180419446,0.9975,800.0,0.0,-0.934790572678656,0.9715446975329082,0.971591059411972,-0.934790572678656,0.9715446975329082,0.971591059411972,6.235764727713541,2.040651332669367,3.770302647754465
scripts\BMA-Study\EG1_group\full_vs_Grim_EG1.db,EG1_group,full_vs_Grim_EG1.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260308-224809,d6554bb8,4,1.0,Full,Grim,2,1_2_2_Chicken,1200,2000,800,0.043916124227358695,0.07477764324687004,0.044200003147125244,0.99375,1205.0,0.042374837994575504,0.05011706352233887,0.044200003147125244,0.995,1205.0,0.0,-0.9639504213556048,0.9993193531484346,0.9994019861772456,-0.9712413756511648,0.9938441444874447,0.9939265395470719,3.638911984957522,2.4012835710053575,3.948084045236602
scripts\BMA-Study\EG1_group\full_vs_Grim_EG1.db,EG1_group,full_vs_Grim_EG1.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260308-224809,d6554bb8,8,1.0,Full,Grim,0,1_2_2_Chicken,0,800,800,0.37403049041843245,0.27320663273334506,0.37995209518167805,0.01,,0.12281540718860924,0.06320742428302766,0.13153634160757066,0.3125,130.0,0.0,0.1459018540104234,-0.10244936203231908,-0.10244927054286962,-0.17871192627748872,0.206592822542563,0.20659325157920516,2.254361903963145,2.0635436897162163,3.7922700676217973
scripts\BMA-Study\EG1_group\full_vs_Grim_EG1.db,EG1_group,full_vs_Grim_EG1.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260308-224809,d6554bb8,8,1.0,Full,Grim,1,1_1_1_Prisoners,800,1200,400,0.009756814345601016,0.006678848494775593,0.016596103869378567,0.9975,800.0,0.009756814345601016,0.006678848494775593,0.016596103869378567,0.9975,800.0,0.0,-0.9351464031615416,0.9709784639851023,0.9710090093502103,-0.9351464031615416,0.9709784639851023,0.9710090093502103,6.8400298252981155,2.0587965948644156,3.779270329896792
scripts\BMA-Study\EG1_group\full_vs_Grim_EG1.db,EG1_group,full_vs_Grim_EG1.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260308-224809,d6554bb8,8,1.0,Full,Grim,2,1_2_2_Chicken,1200,2000,800,0.03924967198915451,0.0696110116397809,0.03926832437515259,0.99375,1205.0,0.03784319410100579,0.047107365429401395,0.03926832437515259,0.995,1205.0,0.0,-0.9639632958711112,0.9989838925830865,0.9990803279279602,-0.963937629396906,0.9989835644235927,0.9990799997538633,3.7948214070987887,2.399407224085628,3.9471126074600944
scripts\BMA-Study\EG1_group\full_vs_Grim_EG1.db,EG1_group,full_vs_Grim_EG1.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260308-224809,d6554bb8,1,1.0,Full,Grim,0,1_2_2_Chicken,0,800,800,0.3665404836918932,0.2641297033429146,0.36215919809583064,0.05,97.0,0.12434250195510685,0.06413044244050979,0.1485494777560234,0.37625,89.0,0.0,0.10022330092362822,-0.050668793565090034,-0.05066229155658217,-0.1617140630216978,0.16949510071334417,0.16948917706363126,2.3114755367604083,2.036413424105459,3.7799569855498345
scripts\BMA-Study\EG1_group\full_vs_Grim_EG1.db,EG1_group,full_vs_Grim_EG1.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260308-224809,d6554bb8,1,1.0,Full,Grim,1,1_1_1_Prisoners,800,1200,400,0.010616607018164359,0.007381444652564823,0.0173155509121716,0.9975,800.0,0.010616607018164359,0.007381444652564823,0.0173155509121716,0.9975,800.0,0.0,-0.9354329165755583,0.9674234190587164,0.967420477114373,-0.9354329165755583,0.9674234190587164,0.967420477114373,6.828774014413357,2.0851111605827537,3.7915633839946774
