db,folder,file,description,timestamp,commit_sha,seed,epistemic_gain,b_candidates,opponent,phase_idx,game,start,end,duration,mean_joint_dist,start_joint_dist,final_joint_dist,joint_match_ratio,joint_convergence_t,mean_row_dist,start_row_dist,final_row_dist,row_match_ratio,row_convergence_t,mean_col_dist,corr_joint_vfe,corr_joint_efe,corr_joint_gamma,corr_row_vfe,corr_row_efe,corr_row_gamma,mean_vfe,mean_efe,mean_gamma
scripts\BMA-Study\EG1\full_vs_TFT_EG1.db,EG1,full_vs_TFT_EG1.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260228-154145,b20a5067,1,1.0,Full,TFT,2,1_2_2_Chicken,1200,2000,800,0.5306945861350403,0.6690113563344281,0.4994875591231228,0.0,,0.04417664166539907,0.055730552673339845,0.0025513195991516114,0.81,1203.0,0.0,0.2413364196508007,0.6127654506973202,0.6127792727643163,0.07810084074964,0.5588426313507976,0.5588432207410536,17.352707757204772,1.176978818846851,3.4003901050203456
scripts\BMA-Study\EG1\full_vs_TFT_EG1.db,EG1,full_vs_TFT_EG1.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260228-154211,b20a5067,1,1.0,Full,TFT,0,3_2_2_StagHunt,0,800,800,0.07855485163629056,0.26412896156311033,0.07184406995773315,0.94625,40.0,0.06605489872395992,0.06412971496582032,0.07184406995773315,0.97125,40.0,0.0,-0.10173041184477444,0.9997384183662172,0.9997433567084548,-0.2480147091514646,0.8534575529713915,0.8534617858901167,0.22089395497110673,0.4860580530821645,3.1538967526232806
scripts\BMA-Study\EG1\full_vs_TFT_EG1.db,EG1,full_vs_TFT_EG1.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260228-154211,b20a5067,1,1.0,Full,TFT,1,1_1_1_Prisoners,800,1200,400,0.06740683741036305,0.13373205573167393,0.08046279326081276,0.9625,812.0,0.06304740278050304,0.09885657869279385,0.08046279326081276,0.9625,812.0,0.0075,-0.8104265651660322,0.9117808861305382,0.9117808861305382,-0.8104265651660322,0.9117808861305382,0.9117808861305382,16.450336851128377,0.5811856414265344,3.1864384110798403
scripts\BMA-Study\EG1\full_vs_TFT_EG1.db,EG1,full_vs_TFT_EG1.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260228-154211,b20a5067,1,1.0,Full,TFT,2,3_2_2_StagHunt,1200,2000,800,0.3307689492155758,0.16003524490025953,0.2294380035996437,0.0,,0.12970886590890587,0.11622703656554222,0.2294380035996437,0.37625,1641.0,0.0,-0.6471922269273918,0.7185495568783747,0.7186182161890665,0.4515907706502921,-0.45746404917209615,-0.4575259461017477,1.3608326495345682,1.909313425050035,3.709562642852138
scripts\BMA-Study\EG1\Grim_vs_Grim_EG1.db,EG1,Grim_vs_Grim_EG1.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260308-172530,cadb35fb,1,1.0,Full Grim,Grim,0,1_2_2_Chicken,0,800,800,0.07410823654181738,0.2674687902629376,0.02974668741226196,0.88875,97.0,0.0362845294829458,0.06746952936053276,0.02974668741226196,0.93125,88.0,0.0,0.7604894804757347,-0.8586182315262405,-0.8586216768028053,0.6400007965351571,-0.7393026880133964,-0.7393058711181677,1.2148438312509098,2.2244032031703105,3.87288338775026
scripts\BMA-Study\EG1\Grim_vs_Grim_EG1.db,EG1,Grim_vs_Grim_EG1.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260308-172530,cadb35fb,1,1.0,Full Grim,Grim,1,1_1_1_Prisoners,800,1200,400,0.043545058364979926,0.04889890890568495,0.0294888411834836,0.9875,804.0,0.043545058364979926,0.04889890890568495,0.0294888411834836,0.9875,804.0,0.0,0.060822389027799496,0.9182024096862861,0.9182098846451395,0.060822389027799496,0.9182024096862861,0.9182098846451395,7.964183878100593,2.4497708427443188,3.9735392445342024
scripts\BMA-Study\EG1\Grim_vs_Grim_EG1.db,EG1,Grim_vs_Grim_EG1.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260308-172530,cadb35fb,1,1.0,Full Grim,Grim,2,1_2_2_Chicken,1200,2000,800,0.024777314868044818,0.044653389159392765,0.024068002700805665,0.995,1204.0,0.02378874395042658,0.028836254477500916,0.024068002700805665,0.99625,1204.0,0.0,-0.9588568781305308,0.9992000803971106,0.9991770327407034,-0.9588478769898998,0.9991998459899439,0.999176798329206,3.9708900873796664,2.4408871819352362,3.968784422094709
scripts\BMA-Study\EG1\Grim_vs_Grim_EG1.db,EG1,Grim_vs_Grim_EG1.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260308-172552,cadb35fb,1,1.0,Full Grim,Grim,0,3_2_2_StagHunt,0,800,800,0.015408360883593559,0.20669398069381714,0.0023635268211364747,0.975,20.0,0.0029084079712629316,0.0066947340965271,0.0023635268211364747,1.0,0.0,0.0,0.8302007753754854,-0.8294278558441829,-0.8294296491870975,0.6838239067328303,-0.9758008718606092,-0.9758029816831421,0.13825471689051483,0.4508730400863925,3.1422639511393498
scripts\BMA-Study\EG1\Grim_vs_Grim_EG1.db,EG1,Grim_vs_Grim_EG1.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260308-172552,cadb35fb,1,1.0,Full Grim,Grim,1,1_1_1_Prisoners,800,1200,400,1.3892905912961948,1.3906616050408127,1.3896741157308385,0.0,,0.9644292676448822,0.9663924193382263,0.9649797570705414,0.0,,1.0,0.1785098507074612,-0.9991513945576109,-0.9991468768265943,0.1785098507074612,-0.9991513945576109,-0.9991468768265943,0.005212128148996271,1.4533933676261626,3.5103532062479412
scripts\BMA-Study\EG1\Grim_vs_Grim_EG1.db,EG1,Grim_vs_Grim_EG1.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260308-172552,cadb35fb,1,1.0,Full Grim,Grim,2,3_2_2_StagHunt,1200,2000,800,0.002277982234954834,0.002723660469055176,0.0022483468055725098,1.0,1200.0,0.002277982234954834,0.002723660469055176,0.0022483468055725098,1.0,1200.0,0.0,-0.16496170755653378,0.8880028378322992,0.8880231893561904,-0.16496170755653378,0.8880028378322992,0.8880231893561904,0.004962982925935649,0.4372304285541984,3.137192318284032
scripts\BMA-Study\EG1\TFT_vs_TFT_EG1.db,EG1,TFT_vs_TFT_EG1.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260228-160224,b20a5067,1,1.0,Full TFT,TFT,0,1_2_2_Chicken,0,800,800,0.6997835609648348,0.6073096231511159,0.70622446578705,0.00125,,0.001796080693602562,0.0041267466545104985,0.0012486231327056884,1.0,0.0,0.0,-0.8586708992525661,0.996195039208812,0.9962425880715834,0.7199620652766534,-0.8673433220029071,-0.8673832366682338,0.6915061782090924,1.3903234098413622,3.4847125520885
scripts\BMA-Study\EG1\TFT_vs_TFT_EG1.db,EG1,TFT_vs_TFT_EG1.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260228-160224,b20a5067,1,1.0,Full TFT,TFT,1,1_1_1_Prisoners,800,1200,400,1.3893212970149886,1.390914773718315,1.3897012207015584,0.0,,0.9644729767739773,0.9667534327507019,0.965018310546875,0.0,,1.0,0.21470839661849006,-0.996350875783345,-0.9965390481497612,0.21470839661849006,-0.996350875783345,-0.9965390481497612,0.0051370507973479106,1.4616266298688487,3.513550669337766
scripts\BMA-Study\EG1\TFT_vs_TFT_EG1.db,EG1,TFT_vs_TFT_EG1.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260228-160224,b20a5067,1,1.0,Full TFT,TFT,2,1_2_2_Chicken,1200,2000,800,0.7062598443139834,0.7059829236662128,0.7062782813301665,0.0,,0.0011985409259796143,0.0015917158126831055,0.0011723637580871582,1.0,1200.0,0.0,0.17098500804027864,-0.757032343535534,-0.7569310558444964,-0.17098500804027864,0.757032343535534,0.7569310558444964,0.004998098833893892,1.4285135901937471,3.49997639922953
scripts\BMA-Study\EG1\TFT_vs_TFT_EG1.db,EG1,TFT_vs_TFT_EG1.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260228-160246,b20a5067,1,1.0,Full TFT,TFT,0,3_2_2_StagHunt,0,800,800,0.015374669656157493,0.20645269870758057,0.00236395001411438,0.975,20.0,0.0028747167438268662,0.006453452110290528,0.00236395001411438,1.0,0.0,0.0,0.8243205797008089,-0.8313046403820283,-0.8313130161481214,0.6779699352080761,-0.9776541624761331,-0.9776641170358034,0.137748827340547,0.45101842857003477,3.142311555098304
scripts\BMA-Study\EG1\TFT_vs_TFT_EG1.db,EG1,TFT_vs_TFT_EG1.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260228-160246,b20a5067,1,1.0,Full TFT,TFT,1,1_1_1_Prisoners,800,1200,400,1.3892847267583734,1.3906551316126385,1.3896692050456156,0.0,,0.964420818388462,0.9663830959796905,0.9649726831912995,0.0,,1.0,0.14237427315342466,-0.99175485628577,-0.9921437711240021,0.14237427315342466,-0.99175485628577,-0.9921437711240021,0.0051731982140336185,1.4534781249010629,3.5103880280872057
scripts\BMA-Study\EG1\TFT_vs_TFT_EG1.db,EG1,TFT_vs_TFT_EG1.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260228-160246,b20a5067,1,1.0,Full TFT,TFT,2,3_2_2_StagHunt,1200,2000,800,0.0022781924903392792,0.0027240896224975586,0.0022484660148620605,1.0,1200.0,0.0022781924903392792,0.0027240896224975586,0.0022484660148620605,1.0,1200.0,0.0,0.07457057282842454,0.13093462533175937,0.130935869110957,0.07457057282842454,0.13093462533175937,0.130935869110957,0.0049378666817210615,0.4372695474168649,3.13720515549281
scripts\BMA-Study\EG10\all_vs_Grim_EG10.db,EG10,all_vs_Grim_EG10.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260308-182725,cadb35fb,1,10.0,Full TFT Grim,Grim,0,1_2_2_Chicken,0,800,800,0.14577228011472576,0.43257294998405904,0.07318540334701538,0.6325,40.0,0.0922509615454112,0.08375483557581902,0.06753690719604492,0.6925,40.0,0.0,0.4658182112083378,-0.520523692695,-0.5205155027753848,0.17673409040828766,-0.2183383030368748,-0.21833936674436275,1.8579218082877924,0.46538648901644813,3.346914267891202
scripts\BMA-Study\EG10\all_vs_Grim_EG10.db,EG10,all_vs_Grim_EG10.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260308-182725,cadb35fb,1,10.0,Full TFT Grim,Grim,1,1_1_1_Prisoners,800,1200,400,0.7088632313674316,0.32778308492153885,0.6572487062215805,0.08,803.0,0.7088632313674316,0.32778308492153885,0.6572487062215805,0.08,803.0,0.0,-0.37326205516861677,-0.980927503639101,-0.9809343763063618,-0.37326205516861677,-0.980927503639101,-0.9809343763063618,5.623862112127244,0.620665429135973,3.2934385863566087
scripts\BMA-Study\EG10\all_vs_Grim_EG10.db,EG10,all_vs_Grim_EG10.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260308-182725,cadb35fb,1,10.0,Full TFT Grim,Grim,2,1_2_2_Chicken,1200,2000,800,0.05205785728991032,0.009063749313354493,0.06230194926261902,0.99875,1201.0,0.05205785728991032,0.009063749313354493,0.06230194926261902,0.99875,1201.0,0.0,-0.7174714821785678,0.9927153806838449,0.9927138726342458,-0.7174714821785678,0.9927153806838449,0.9927138726342458,0.014066280760744121,2.117657824808303,3.8073849099823303
scripts\BMA-Study\EG10\all_vs_Grim_EG10.db,EG10,all_vs_Grim_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260308-182748,cadb35fb,1,10.0,Full TFT Grim,Grim,0,3_2_2_StagHunt,0,800,800,0.029620456472039224,0.32922005772590635,0.006670926809310913,0.94875,41.0,0.015677346512675286,0.10613029837608337,0.006670926809310913,0.97375,41.0,0.0,0.537783218790046,-0.4938295958251285,-0.4938295577017813,0.39153603646194174,-0.3476016872410589,-0.34760164826089474,0.13345365929417313,0.010013214186052473,3.0185377523062016
scripts\BMA-Study\EG10\all_vs_Grim_EG10.db,EG10,all_vs_Grim_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260308-182748,cadb35fb,1,10.0,Full TFT Grim,Grim,1,1_1_1_Prisoners,800,1200,400,1.3460071770107656,1.3498192700841367,1.3469534774416763,0.0,,0.9009434048831463,0.906535633802414,0.9023417520523072,0.0,,1.0,0.16399166364662163,-0.9999245302886195,-0.9999269676951705,0.16399166364662163,-0.9999245302886195,-0.9999269676951705,0.007283879460883327,1.2776629520409115,3.439629727678889
scripts\BMA-Study\EG10\all_vs_Grim_EG10.db,EG10,all_vs_Grim_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260308-182748,cadb35fb,1,10.0,Full TFT Grim,Grim,2,3_2_2_StagHunt,1200,2000,800,0.006449398621916771,0.007728122472763062,0.006366493701934814,1.0,1200.0,0.006449398621916771,0.007728122472763062,0.006366493701934814,1.0,1200.0,0.0,-0.15983225385317323,0.9995126550425875,0.9995127839346987,-0.15983225385317323,0.9995126550425875,0.9995127839346987,0.007040077804995235,0.23903333613658706,3.073491434101607
scripts\BMA-Study\EG10\all_vs_TFT_EG10.db,EG10,all_vs_TFT_EG10.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260308-183020,cadb35fb,1,10.0,Full TFT Grim,TFT,0,1_2_2_Chicken,0,800,800,0.6985385262351904,0.6099066074682319,0.7042801292742291,0.00125,,0.0035518428683280947,0.00030538320541381833,0.004006123542785645,1.0,0.0,0.0,0.20999165719538124,-0.4399853366171354,-0.4399854840423811,-0.3556874859814056,0.5882302440154527,0.588230403601672,0.6647039563595899,0.6622422186270515,3.27239280306202
scripts\BMA-Study\EG10\all_vs_TFT_EG10.db,EG10,all_vs_TFT_EG10.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260308-183020,cadb35fb,1,10.0,Full TFT Grim,TFT,1,1_1_1_Prisoners,800,1200,400,1.3460821592833974,1.3503297314807867,1.3470170228748901,0.0,,0.9010521879792214,0.9072752010822296,0.9024338006973267,0.0,,1.0,0.21981163053523686,-0.9925732680653715,-0.9925758826504222,0.21981163053523686,-0.9925732680653715,-0.9925758826504222,0.007247500946396031,1.2857393211699941,3.4426344607261377
scripts\BMA-Study\EG10\all_vs_TFT_EG10.db,EG10,all_vs_TFT_EG10.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260308-183020,cadb35fb,1,10.0,Full TFT Grim,TFT,2,1_2_2_Chicken,1200,2000,800,0.7043845585541336,0.7035585146951671,0.7044385196972182,0.0,,0.0038579369336366656,0.005040613412857056,0.003780665397644043,1.0,1200.0,0.0,0.23902479749732689,-0.9624248706955865,-0.9624238367607133,-0.23902479749732689,0.9624248706955865,0.9624238367607133,0.007097277417196892,1.2259768701979874,3.419184068487831
scripts\BMA-Study\EG10\all_vs_TFT_EG10.db,EG10,all_vs_TFT_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260308-183043,cadb35fb,1,10.0,Full TFT Grim,TFT,0,3_2_2_StagHunt,0,800,800,0.029620456472039224,0.32922005772590635,0.006670926809310913,0.94875,41.0,0.015677346512675286,0.10613029837608337,0.006670926809310913,0.97375,41.0,0.0,0.537783218790046,-0.4938295958251285,-0.4938295577017813,0.39153603646194174,-0.3476016872410589,-0.34760164826089474,0.13345365929417313,0.010013214186052473,3.0185377523062016
scripts\BMA-Study\EG10\all_vs_TFT_EG10.db,EG10,all_vs_TFT_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260308-183043,cadb35fb,1,10.0,Full TFT Grim,TFT,1,1_1_1_Prisoners,800,1200,400,1.3460071770107656,1.3498192700841367,1.3469534774416763,0.0,,0.9009434048831463,0.906535633802414,0.9023417520523072,0.0,,1.0,0.16399166364662163,-0.9999245302886195,-0.9999269676951705,0.16399166364662163,-0.9999245302886195,-0.9999269676951705,0.007283879460883327,1.2776629520409115,3.439629727678889
scripts\BMA-Study\EG10\all_vs_TFT_EG10.db,EG10,all_vs_TFT_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260308-183043,cadb35fb,1,10.0,Full TFT Grim,TFT,2,3_2_2_StagHunt,1200,2000,800,0.006449398621916771,0.007728122472763062,0.006366493701934814,1.0,1200.0,0.006449398621916771,0.007728122472763062,0.006366493701934814,1.0,1200.0,0.0,-0.15983225385317323,0.9995126550425875,0.9995127839346987,-0.15983225385317323,0.9995126550425875,0.9995127839346987,0.007040077804995235,0.23903333613658706,3.073491434101607
scripts\BMA-Study\EG10\full_vs_Grim_EG10.db,EG10,full_vs_Grim_EG10.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260308-173228,cadb35fb,1,10.0,Full,Grim,0,1_2_2_Chicken,0,800,800,0.4516946395021611,0.4713790400432227,0.505165887858984,0.0,,0.12215025000274181,0.1451364916563034,0.07404676735401154,0.34125,187.0,0.0,-0.253623435185121,-0.1333015110407307,-0.13330158408651646,0.1516387540005346,-0.3916423778225407,-0.39164251439503744,7.216550449603237,-2.74418997667279,2.383598559075969
scripts\BMA-Study\EG10\full_vs_Grim_EG10.db,EG10,full_vs_Grim_EG10.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260308-173228,cadb35fb,1,10.0,Full,Grim,1,1_1_1_Prisoners,800,1200,400,0.10439548484282568,0.01048473859205842,0.27353292882442476,0.585,800.0,0.10439548484282568,0.01048473859205842,0.27353292882442476,0.585,800.0,0.0,-0.9582980165313117,0.9949212675895015,0.9949232337427933,-0.9582980165313117,0.9949212675895015,0.9949232337427933,0.2923445832496509,-0.15975853360875683,2.9597337835632946
scripts\BMA-Study\EG10\full_vs_Grim_EG10.db,EG10,full_vs_Grim_EG10.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260308-173228,cadb35fb,1,10.0,Full,Grim,2,1_2_2_Chicken,1200,2000,800,0.30753248230320396,0.0238337242603302,0.49618594738954336,0.21125,1202.0,0.08083013713359832,0.0238337242603302,0.00776736319065094,0.66,1202.0,0.0,-0.38688687577635444,0.9528916509032204,0.952891396162801,-0.05780778844821742,-0.46250739339110974,-0.46250688911984217,5.27416506462032,1.1131137597459324,3.3835110765206595
scripts\BMA-Study\EG10\full_vs_Grim_EG10.db,EG10,full_vs_Grim_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260308-173250,cadb35fb,1,10.0,Full,Grim,0,3_2_2_StagHunt,0,800,800,0.44106941692277274,0.47151762976481804,0.4871658305763728,0.0,,0.08137039877474309,0.14522935301065446,0.02833891600370407,0.635,187.0,0.0,0.325181809782221,-0.04825270409025946,-0.048252535579450785,0.2907329574342432,-0.3894526423174652,-0.38945282365186457,4.596654154725838,-1.6747736957960058,2.5970473216457024
scripts\BMA-Study\EG10\full_vs_Grim_EG10.db,EG10,full_vs_Grim_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260308-173250,cadb35fb,1,10.0,Full,Grim,1,1_1_1_Prisoners,800,1200,400,0.21756317378599133,0.8619456439740903,0.12617520853877068,0.2425,843.0,0.11147710479679518,0.013257092060521246,0.12617520853877068,0.3475,801.0,0.1075,-0.360755254720342,-0.06161832261451634,-0.06161832261451634,-0.5487041794011212,-0.6221425758910993,-0.6221425758910993,12.286250475607812,-3.62803695716729,2.2262145667811293
scripts\BMA-Study\EG10\full_vs_Grim_EG10.db,EG10,full_vs_Grim_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260308-173250,cadb35fb,1,10.0,Full,Grim,2,3_2_2_StagHunt,1200,2000,800,0.2965262306242912,0.32986241714996567,0.4695229848380471,0.0975,1323.0,0.1304221974639222,0.17155669033527374,0.03432562828063965,0.3725,1302.0,0.0,-0.0028280705446430943,0.2421255258464954,0.24212814291362747,-0.2631833782657584,-0.012934383269387728,-0.012934889160708729,2.2935622098762543,-2.3417343190959854,2.4539973613796144
scripts\BMA-Study\EG10\full_vs_TFT_EG10.db,EG10,full_vs_TFT_EG10.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260223-203042,b20a5067,1,10.0,Full,TFT,0,1_2_2_Chicken,0,800,800,0.5010686364844418,0.5326178300940085,0.4999803948970247,0.00125,,0.016135801430791616,0.051430104970932006,0.009171919226646423,0.96875,0.0,0.0,0.1852366770531747,0.20547516574987917,0.20546413666555013,0.3249410277474077,0.5064757394959962,0.5064754913420043,15.60516086436808,-4.981054219831424,2.0025439195566936
scripts\BMA-Study\EG10\full_vs_TFT_EG10.db,EG10,full_vs_TFT_EG10.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260223-203042,b20a5067,1,10.0,Full,TFT,1,1_1_1_Prisoners,800,1200,400,0.5732406800453426,0.16509091168642043,0.7985004531283992,0.0,,0.4062745448201895,0.16509091168642043,0.507193591594696,0.0,,0.2725,0.7266884421780805,0.8145829654613679,0.8145915623312597,0.7211123970109993,0.8069513458784754,0.8069532717571913,9.563043463453651,-4.445637742027394,2.078565773040074
scripts\BMA-Study\EG10\full_vs_TFT_EG10.db,EG10,full_vs_TFT_EG10.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260223-203042,b20a5067,1,10.0,Full,TFT,2,1_2_2_Chicken,1200,2000,800,0.5068127361364779,0.6062959690324953,0.4992627240612073,0.0,,0.02017870083451271,0.1586579215526581,0.003813185691833496,0.92,1274.0,0.0,0.17178927014768033,0.24037605533017525,0.2403915708712124,0.18803835120285495,0.1673769384715634,0.16737751291627304,16.479568962603807,-4.959478556008138,2.0056032020631966
scripts\BMA-Study\EG10\full_vs_TFT_EG10.db,EG10,full_vs_TFT_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260223-203116,b20a5067,1,10.0,Full,TFT,0,3_2_2_StagHunt,0,800,800,0.4858108454431092,0.47322085554662835,0.4782682692496533,0.0,,0.016849870886653663,0.034251869916915895,0.02440020889043808,0.985,26.0,0.0,0.24670994082238268,-0.04995505118027101,-0.04995500547540479,-0.16887184328173532,0.012592361104739016,0.012592314524171378,12.498034799359738,-3.673802973524318,2.201543183599632
scripts\BMA-Study\EG10\full_vs_TFT_EG10.db,EG10,full_vs_TFT_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260223-203116,b20a5067,1,10.0,Full,TFT,1,1_1_1_Prisoners,800,1200,400,0.36607832927621353,0.048603750690817835,0.8346946038539609,0.3975,802.0,0.25895487039349974,0.048603750690817835,0.5057994931936264,0.3975,802.0,0.1825,0.10008568811592732,0.3308620810804991,0.33086683575824255,0.09801192321074115,0.3331100348430404,0.3331147995313334,10.332413670197129,-4.530280851255285,2.0676389638176755
scripts\BMA-Study\EG10\full_vs_TFT_EG10.db,EG10,full_vs_TFT_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260223-203116,b20a5067,1,10.0,Full,TFT,2,3_2_2_StagHunt,1200,2000,800,0.4876086682839687,0.3278711688518524,0.49946215910848535,0.0,,0.012268746234476567,0.16532342076301576,0.0006765151023864747,0.95,1240.0,0.0,-0.1558357656541478,0.14590818863491792,0.14586668147140686,0.14353930632759312,-0.36714276726044004,-0.36713506604766477,16.306038341522218,-4.990856819409718,2.0012249754156097
scripts\BMA-Study\EG10\Grim_vs_Grim_EG10.db,EG10,Grim_vs_Grim_EG10.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260308-172906,cadb35fb,1,10.0,Full Grim,Grim,0,1_2_2_Chicken,0,800,800,0.17967797631085042,0.44793921468077047,0.1096577180632422,0.49125,40.0,0.11567890067672124,0.05614822452887893,0.0968603926897049,0.545,40.0,0.0,0.514579204503036,-0.537810982975267,-0.5378111010504993,0.2467590621916041,-0.26525828194316403,-0.2652583936303598,2.2224230181254097,0.6497277486604136,3.437998362865977
scripts\BMA-Study\EG10\Grim_vs_Grim_EG10.db,EG10,Grim_vs_Grim_EG10.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260308-172906,cadb35fb,1,10.0,Full Grim,Grim,1,1_1_1_Prisoners,800,1200,400,0.24891554894391446,0.09853956799954176,0.10445576012134553,0.2575,802.0,0.24891554894391446,0.09853956799954176,0.10445576012134553,0.2575,802.0,0.0,0.012864646522223107,-0.08904790244235525,-0.08904825465503155,0.012864646522223107,-0.08904790244235525,-0.08904825465503155,7.583174141934723,2.266720695853433,3.879855439425138
scripts\BMA-Study\EG10\Grim_vs_Grim_EG10.db,EG10,Grim_vs_Grim_EG10.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260308-172906,cadb35fb,1,10.0,Full Grim,Grim,2,1_2_2_Chicken,1200,2000,800,0.08043760590255261,0.022978955507278444,0.09554142951965332,0.9975,1202.0,0.08029468782246113,0.02069226622581482,0.09554142951965332,0.9975,1202.0,0.0,-0.9806776708709628,0.9993210954270842,0.9993215053377138,-0.9806776708709628,0.9993210954270842,0.9993215053377138,3.6625387062635855,2.285755961024819,3.8893927891139004
scripts\BMA-Study\EG10\Grim_vs_Grim_EG10.db,EG10,Grim_vs_Grim_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260308-172928,cadb35fb,1,10.0,Full Grim,Grim,0,3_2_2_StagHunt,0,800,800,0.19964704538122863,0.5383342559226515,0.09585555627942086,0.61375,212.0,0.08369457719909405,0.012713692694087514,0.09585555627942086,0.78375,0.0,0.0,0.4846473741144017,-0.5540838286846612,-0.5540884018019386,-0.1979730466719196,0.23025720282860299,0.23025362746422542,2.4028898797897273,0.6645276888897713,3.429566236771288
scripts\BMA-Study\EG10\Grim_vs_Grim_EG10.db,EG10,Grim_vs_Grim_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260308-172928,cadb35fb,1,10.0,Full Grim,Grim,1,1_1_1_Prisoners,800,1200,400,0.0919686771556735,0.0923177346587181,0.09201485738158226,1.0,800.0,0.0919686771556735,0.0923177346587181,0.09201485738158226,1.0,800.0,0.0,-0.1996557866296732,0.8409140451200798,0.8407645823321541,-0.1996557866296732,0.8409140451200798,0.8407645823321541,0.00519831872836221,2.325470986344663,3.90904360926082
scripts\BMA-Study\EG10\Grim_vs_Grim_EG10.db,EG10,Grim_vs_Grim_EG10.db,3_2_2_StagHunt-1_1_1_Prisoners-3_2_2_StagHunt,20260308-172928,cadb35fb,1,10.0,Full Grim,Grim,2,3_2_2_StagHunt,1200,2000,800,0.09593522695824504,0.09604507669806481,0.09592845380306243,1.0,1200.0,0.09593522695824504,0.09604507669806481,0.09592845380306243,1.0,1200.0,0.0,-0.023461866852183787,0.46886226890183513,0.4686159085055683,-0.023461866852183787,0.46886226890183513,0.4686159085055683,0.004954291169997305,2.330475910043091,3.911589275145431
scripts\BMA-Study\EG10\TFT_vs_TFT_EG10.db,EG10,TFT_vs_TFT_EG10.db,1_2_2_Chicken-1_1_1_Prisoners-1_2_2_Chicken,20260223-203455,b20a5067,1,10.0,Full TFT,TFT,0,1_2_2_Chicken,0,800,800,0.6955806873970123,0.6062693799444986,0.7037571211833865,0.00125,,0.007788968533277512,0.0055660676956176755,0.004749290943145752,1.0,0.0,0.0,-0.7767795541043269,0.9127087637570966,0.9127132595043128,0.6310071509600974,-0.7599034676980908,-0.7599071764198825,0.6915061782090924,0.6357580314850267,3.260375145105164
